,unique_key,complaint_description,source,status,status_change_date,created_date,last_update_date,close_date,incident_address,street_number,street_name,city,incident_zip,county,state_plane_x_coordinate,state_plane_y_coordinate,latitude,longitude,location,council_district_code,map_page,map_tile
1142,14-00002452,Water Waste Report,Phone,Closed,2014-01-08 14:09:37+00:00,2014-01-05 04:31:09+00:00,2014-01-08 14:09:38+00:00,2014-01-08 14:09:37+00:00,"9728 SYDNEY MARILYN LN, AUSTIN, TX",9728,SYDNEY MARILYN,AUSTIN,78748,TRAVIS,3097657.1867262,10032485.7161564,30.16392861,-97.7983151,"(30.16392861, -97.7983151)",0,673V,MF13
1143,14-00004355,Coyote Complaints,Phone,Closed,2014-01-08 14:12:49+00:00,2014-01-08 07:54:46+00:00,2014-01-08 14:12:50+00:00,2014-01-08 14:12:49+00:00,WALSH TARLTON LN &S CAPITAL OF TEXAS HWY NB TX,,WALSH TARLTON LN &S CAPITAL OF TEXAS HWY NB,,,,0.0,0.0,3.442386682,-105.9831947,"(3.442386682, -105.9831947)",0,,
1144,14-00002484,Water Waste Report,Phone,Closed,2014-01-08 14:14:43+00:00,2014-01-05 08:53:06+00:00,2014-01-08 14:14:43+00:00,2014-01-08 14:14:43+00:00,"8703 WESTOVER CLUB DR, AUSTIN, TX",8703,WESTOVER CLUB,AUSTIN,78759,TRAVIS,3110412.64100117,10112150.0410496,30.38210845,-97.75211588,"(30.38210845, -97.75211588)",0,494R,MH32
1145,14-00004384,Coyote Complaints,Phone,Closed,2014-01-08 14:15:40+00:00,2014-01-08 08:38:58+00:00,2014-01-08 14:15:41+00:00,2014-01-08 14:15:40+00:00,"11350 FOUR POINTS DR 322, AUSTIN, TX",11350,FOUR POINTS,AUSTIN,78726,TRAVIS,3079781.21563043,10119808.6634323,30.40507879,-97.84869398,"(30.40507879, -97.84869398)",0,462Y,MD34
1146,14-00003018,Loose Dog,Phone,Closed,2014-01-08 14:17:24+00:00,2014-01-06 09:20:40+00:00,2014-01-08 13:19:21+00:00,2014-01-08 14:17:24+00:00,"4607 ARISTOCRAT DR, AUSTIN, TX",4607,ARISTOCRAT,AUSTIN,78725,TRAVIS,3151109.03435956,10070368.209771,30.2645981,-97.62631336,"(30.2645981, -97.62631336)",0,587Z,MP22
1147,14-00003311,Loose Dog,Phone,Closed,2014-01-08 14:22:20+00:00,2014-01-06 15:15:16+00:00,2014-01-08 13:24:17+00:00,2014-01-08 14:22:20+00:00,"5008 AVALON AVE, AUSTIN, TX",5008,AVALON,AUSTIN,78744,TRAVIS,3112963.12545528,10038695.4991168,30.1800301,-97.74943997,"(30.1800301, -97.74943997)",0,675E,MJ15
1148,14-00001103,Animal Control - Assistance Request,Phone,Closed,2014-01-08 14:22:25+00:00,2014-01-02 16:39:25+00:00,2014-01-08 13:24:22+00:00,2014-01-08 14:22:25+00:00,"12032 VON QUINTUS RD, AUSTIN 5 ETJ, TX",12032,VON QUINTUS,AUSTIN 5 ETJ,78719,TRAVIS,3136649.54093706,10011972.2169661,30.10503925,-97.6765188,"(30.10503925, -97.6765188)",0,736M,MM08
1149,14-00004458,Code Compliance,Phone,Closed,2014-01-08 14:23:14+00:00,2014-01-08 10:21:41+00:00,2014-01-08 14:23:14+00:00,2014-01-08 14:23:14+00:00,"9300 NORTHGATE BLVD 182, AUSTIN, TX",9300,NORTHGATE,AUSTIN,78758,TRAVIS,3122001.17875503,10108762.2396759,30.37205135,-97.71562687,"(30.37205135, -97.71562687)",0,495Z,MK31
1150,14-00001535,Loose Dog,Phone,Closed,2014-01-08 14:27:20+00:00,2014-01-03 11:49:40+00:00,2014-01-08 13:29:17+00:00,2014-01-08 14:27:20+00:00,"BERRYWOOD DR & FEBRUARY DR, AUSTIN, TX",,BERRYWOOD DR & FEBRUARY DR,AUSTIN,78753,TRAVIS,3137576.37,10112340.11,30.38086908,-97.66597889,"(30.38086908, -97.66597889)",0,497N,MN32
1151,14-00003156,Loose Dog,Phone,Closed,2014-01-08 14:27:22+00:00,2014-01-06 12:21:40+00:00,2014-01-08 13:29:19+00:00,2014-01-08 14:27:22+00:00,"7005 TRENDAL LN, AUSTIN, TX",7005,TRENDAL,AUSTIN,78744,TRAVIS,3109152.73600126,10038804.9798433,30.18057382,-97.76148777,"(30.18057382, -97.76148777)",0,674G,MH15
1152,14-00003994,Loose Dog,Phone,Closed,2014-01-08 14:27:25+00:00,2014-01-07 13:07:48+00:00,2014-01-08 13:29:22+00:00,2014-01-08 14:27:25+00:00,"10308 BURMASTER LN C, AUSTIN, TX",10308,BURMASTER,AUSTIN,78750,WILLIAMSON,3093190.01263572,10135484.2977736,30.44733907,-97.80503998,"(30.44733907, -97.80503998)",0,433U,MF37
1153,14-00004487,Code Compliance,Phone,Closed,2014-01-08 14:30:38+00:00,2014-01-08 11:20:09+00:00,2014-01-08 14:30:39+00:00,2014-01-08 14:30:38+00:00,"311 BOWIE ST, AUSTIN, TX",311,BOWIE,AUSTIN,78703,TRAVIS,3110885.83153086,10070890.2099418,30.26866078,-97.75364978,"(30.26866078, -97.75364978)",0,584V,MH22
1154,14-00004550,Injured / Sick Animal,Phone,Closed,2014-01-08 14:32:22+00:00,2014-01-08 12:36:02+00:00,2014-01-08 13:34:19+00:00,2014-01-08 14:32:22+00:00,"2808 LONGHORN BLVD, AUSTIN, TX",2808,LONGHORN,AUSTIN,78758,TRAVIS,3118455.28292565,10111908.8411111,30.3809298,-97.7266343,"(30.3809298, -97.7266343)",0,495Q,MK32
1155,14-00004532,Loose Dog,Phone,Closed,2014-01-08 14:32:24+00:00,2014-01-08 12:07:09+00:00,2014-01-08 13:34:21+00:00,2014-01-08 14:32:24+00:00,"2224 E RIVERSIDE DR, AUSTIN, TX",2224,RIVERSIDE,AUSTIN,78741,TRAVIS,3119865.58094633,10060240.3622042,30.23881046,-97.72600323,"(30.23881046, -97.72600323)",0,615Q,MK20
1156,14-00003573,Street Light Issue- Address,Phone,Closed,2014-01-08 14:36:52+00:00,2014-01-06 18:31:22+00:00,2014-01-08 14:36:52+00:00,2014-01-08 14:36:52+00:00,"2000 MATTHEWS DR, AUSTIN, TX",2000,MATTHEWS,AUSTIN,78703,TRAVIS,3101951.64304693,10082135.1572076,30.30013818,-97.78112584,"(30.30013818, -97.78112584)",0,554X,MG25
1157,14-00003575,Street Light Issue- Address,Phone,Closed,2014-01-08 14:37:35+00:00,2014-01-06 18:32:43+00:00,2014-01-08 14:37:36+00:00,2014-01-08 14:37:35+00:00,"3508 STEVENSON AVE, AUSTIN, TX",3508,STEVENSON,AUSTIN,78703,TRAVIS,3103089.75627779,10081931.5302596,30.29950659,-97.77753526,"(30.29950659, -97.77753526)",0,554X,MG25
1158,14-00004489,Code Compliance,Phone,Closed,2014-01-08 14:38:10+00:00,2014-01-08 11:21:37+00:00,2014-01-08 14:38:10+00:00,2014-01-08 14:38:10+00:00,"5515 WOODROW AVE 102, AUSTIN, TX",5515,WOODROW,AUSTIN,78756,TRAVIS,3116535.75251795,10092136.0539491,30.32670085,-97.73418519,"(30.32670085, -97.73418519)",0,555B,MJ27
1159,14-00003902,ARR Brush and Bulk,Phone,Closed,2014-01-08 14:40:52+00:00,2014-01-07 10:48:58+00:00,2014-01-08 14:40:53+00:00,2014-01-08 14:40:52+00:00,"10009 WILD DUNES DR, AUSTIN, TX",10009,WILD DUNES,AUSTIN,78747,TRAVIS,3103631.1071307,10027630.7806641,30.15020749,-97.77976972,"(30.15020749, -97.77976972)",0,704F,MG12
1160,14-00004491,Code Compliance,Phone,Closed,2014-01-08 14:45:33+00:00,2014-01-08 11:22:55+00:00,2014-01-08 14:45:34+00:00,2014-01-08 14:45:33+00:00,"1929 WILLOW CREEK DR 103, AUSTIN, TX",1929,WILLOW CREEK,AUSTIN,78741,TRAVIS,3119153.56859979,10058354.1884151,30.23367155,-97.7283972,"(30.23367155, -97.7283972)",0,615U,MK19
1161,14-00004420,Loose Dog,Phone,Closed,2014-01-08 14:47:21+00:00,2014-01-08 09:20:10+00:00,2014-01-08 13:49:18+00:00,2014-01-08 14:47:21+00:00,"7912 FORBSDALE DR, AUSTIN, TX",7912,FORBSDALE,AUSTIN,78747,TRAVIS,3116637.63886108,10030729.6761105,30.15789831,-97.73840214,"(30.15789831, -97.73840214)",0,675X,MJ13
1162,14-00004619,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-08 14:48:44+00:00,2014-01-08 14:46:00+00:00,2014-01-08 14:48:44+00:00,2014-01-08 14:48:44+00:00,"BELFORD DR & MULLEN DR, AUSTIN, TX",,BELFORD DR & MULLEN DR,AUSTIN,78757,TRAVIS,3119148.25,10102565.0,30.35520033,-97.72513196,"(30.35520033, -97.72513196)",0,525L,MK29
1163,14-00004594,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-08 14:49:31+00:00,2014-01-08 13:59:01+00:00,2014-01-08 14:49:32+00:00,2014-01-08 14:49:31+00:00,"4701 CARSONHILL DR, AUSTIN, TX",4701,CARSONHILL,AUSTIN,78723,TRAVIS,3134796.08323091,10078519.1135715,30.28808436,-97.67735434,"(30.28808436, -97.67735434)",0,586H,MM24
1164,14-00004583,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-08 14:50:04+00:00,2014-01-08 13:30:59+00:00,2014-01-08 14:50:04+00:00,2014-01-08 14:50:04+00:00,"8303 POLAR DR, AUSTIN, TX",8303,POLAR,AUSTIN,78757,TRAVIS,3120709.26496037,10103757.2985432,30.35837705,-97.7200953,"(30.35837705, -97.7200953)",0,525G,MK30
1165,14-00004562,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-08 14:50:35+00:00,2014-01-08 12:58:29+00:00,2014-01-08 14:50:36+00:00,2014-01-08 14:50:35+00:00,"2302 MC CULLOUGH ST, AUSTIN, TX",2302,MC CULLOUGH,AUSTIN,78703,TRAVIS,3107871.25051444,10082263.2181185,30.30011543,-97.76236392,"(30.30011543, -97.76236392)",0,554Y,MH25
1166,14-00004554,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-08 14:51:01+00:00,2014-01-08 12:45:30+00:00,2014-01-08 14:51:02+00:00,2014-01-08 14:51:01+00:00,"1411 BOULDIN AVE, AUSTIN, TX",1411,BOULDIN,AUSTIN,78704,TRAVIS,3109602.50702334,10064671.7293992,30.25164886,-97.75816982,"(30.25164886, -97.75816982)",0,614H,MH21
1167,14-00004544,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-08 14:51:31+00:00,2014-01-08 12:27:44+00:00,2014-01-08 14:51:32+00:00,2014-01-08 14:51:31+00:00,"5920 HIDDEN VALLEY TRL, AUSTIN, TX",5920,HIDDEN VALLEY,AUSTIN,78744,TRAVIS,3114304.34088511,10041388.5490055,30.18734711,-97.74499818,"(30.18734711, -97.74499818)",0,675A,MJ15
1168,14-00004543,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-08 14:52:52+00:00,2014-01-08 12:24:26+00:00,2014-01-08 14:52:52+00:00,2014-01-08 14:52:52+00:00,"5920 HIDDEN VALLEY TRL, AUSTIN, TX",5920,HIDDEN VALLEY,AUSTIN,78744,TRAVIS,3114304.34088511,10041388.5490055,30.18734711,-97.74499818,"(30.18734711, -97.74499818)",0,675A,MJ15
1169,14-00004536,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-08 14:53:18+00:00,2014-01-08 12:12:12+00:00,2014-01-08 14:53:18+00:00,2014-01-08 14:53:18+00:00,"6002 BLYTHEWOOD DR, AUSTIN, TX",6002,BLYTHEWOOD,AUSTIN,78745,TRAVIS,3102151.60669399,10046950.5755147,30.20340794,-97.78304814,"(30.20340794, -97.78304814)",0,644N,MG17
1170,14-00003955,Parking Ticket Complaint,Phone,Closed,2014-01-08 14:53:22+00:00,2014-01-07 12:09:49+00:00,2014-01-08 14:53:23+00:00,2014-01-08 14:53:22+00:00,"300 SAN ANTONIO ST, AUSTIN, TX",300,SAN ANTONIO,AUSTIN,78701,TRAVIS,3112532.68922712,10070171.4036722,30.26657979,-97.74848737,"(30.26657979, -97.74848737)",0,585W,MJ22
1171,14-00004533,Traffic Signal - Dig Tess Request,Phone,Closed,2014-01-08 14:53:48+00:00,2014-01-08 12:08:57+00:00,2014-01-08 14:53:49+00:00,2014-01-08 14:53:48+00:00,"5309 INDIO DR, AUSTIN, TX",5309,INDIO,AUSTIN,78745,TRAVIS,3095412.28367623,10053709.5752541,30.22241055,-97.80388978,"(30.22241055, -97.80388978)",0,643C,MF18
1172,14-00004391,Parking Ticket Complaint,Phone,Closed,2014-01-08 14:54:53+00:00,2014-01-08 08:47:02+00:00,2014-01-08 14:54:53+00:00,2014-01-08 14:54:53+00:00,"600 CONGRESS AVE, AUSTIN, TX",600,CONGRESS,AUSTIN,78701,TRAVIS,3114211.75,10070908.0,30.2684972,-97.74311587,"(30.2684972, -97.74311587)",0,585S,MJ22
1173,14-00004467,Parking Ticket Complaint,Phone,Closed,2014-01-08 14:55:48+00:00,2014-01-08 10:33:15+00:00,2014-01-08 14:55:49+00:00,2014-01-08 14:55:48+00:00,"1100 ROSE ST, AUSTIN, TX",1100,ROSE,AUSTIN,78703,TRAVIS,3110073.66246883,10071609.2365836,30.27068904,-97.75616902,"(30.27068904, -97.75616902)",0,584V,MH22
1174,14-00000693,Channels/Creeks/Drainage Easement,Web,Closed,2014-01-08 15:00:47+00:00,2014-01-02 09:28:34+00:00,2014-01-08 15:00:48+00:00,2014-01-08 15:00:47+00:00,"2201 BARTON SPRINGS RD, AUSTIN, TX 78704",2201,BARTON SPRINGS,AUSTIN,78746,TRAVIS,3106174.45999999,10069784.81,30.26592171,-97.76865067,"(30.26592171, -97.76865067)",0,584Y,MH22
1175,14-00004595,Code Compliance,Phone,Closed,2014-01-08 15:01:16+00:00,2014-01-08 14:01:17+00:00,2014-01-08 15:01:16+00:00,2014-01-08 15:01:16+00:00,"1808 E CESAR CHAVEZ ST, AUSTIN, TX",1808,CESAR CHAVEZ,AUSTIN,78702,TRAVIS,3120093.43103816,10066953.4212219,30.25724884,-97.72478345,"(30.25724884, -97.72478345)",0,615C,MK21
1176,14-00004498,Code Compliance,Phone,Closed,2014-01-08 15:01:43+00:00,2014-01-08 11:30:32+00:00,2014-01-08 15:01:44+00:00,2014-01-08 15:01:43+00:00,"1824 N IH 35 SB, AUSTIN, TX",1824,35,AUSTIN,78705,TRAVIS,3118252.69637384,10074712.8005216,30.27869665,-97.73003693,"(30.27869665, -97.73003693)",0,585P,MJ23
1177,14-00003224,Water Waste Report,Phone,Closed,2014-01-08 15:04:47+00:00,2014-01-06 13:32:23+00:00,2014-01-08 15:04:48+00:00,2014-01-08 15:04:47+00:00,"1151 AIRPORT BLVD, AUSTIN, TX",1151,AIRPORT,AUSTIN,78721,TRAVIS,3128439.22641277,10073121.1528704,30.27366203,-97.69789439,"(30.27366203, -97.69789439)",0,586P,ML23
1178,14-00004578,Code Compliance,Web,Closed,2014-01-08 15:06:49+00:00,2014-01-08 13:19:39+00:00,2014-01-08 15:06:50+00:00,2014-01-08 15:06:49+00:00,"N LAMAR BLVD &W 45TH ST, AUSTIN, TX",,N LAMAR BLVD &W 45TH ST,AUSTIN,78756,TRAVIS,3115570.26000001,10087297.32,30.31346188,-97.73760241,"(30.31346188, -97.73760241)",0,555P,MJ26
1179,14-00004596,Sign - Traffic Sign Emergency,Phone,Closed,2014-01-08 15:07:11+00:00,2014-01-08 14:05:08+00:00,2014-01-08 15:07:11+00:00,2014-01-08 15:07:11+00:00,"2304 LONGVIEW ST, AUSTIN, TX",2304,LONGVIEW,AUSTIN,78705,TRAVIS,3111687.69964244,10077847.1351375,30.28773319,-97.7505988,"(30.28773319, -97.7505988)",0,584H,MH24
1180,14-00004006,Pavement Failure,Phone,Closed,2014-01-08 15:09:10+00:00,2014-01-07 13:37:47+00:00,2014-01-08 15:09:11+00:00,2014-01-08 15:09:10+00:00,"2207 NORTHLAND DR, AUSTIN, TX",2207,NORTHLAND,AUSTIN,78756,TRAVIS,3113879.72296858,10094357.5275775,30.3329777,-97.74243744,"(30.3329777, -97.74243744)",0,525W,MJ28
1181,14-00004564,Code Compliance,Phone,Closed,2014-01-08 15:10:38+00:00,2014-01-08 13:00:08+00:00,2014-01-08 15:10:39+00:00,2014-01-08 15:10:38+00:00,"1919 WILLOW CREEK DR 105, AUSTIN, TX",1919,WILLOW CREEK,AUSTIN,78741,TRAVIS,3119177.80761128,10058400.2034902,30.23379648,-97.72831706,"(30.23379648, -97.72831706)",0,615U,MK19
1182,14-00004514,Code Compliance,Phone,Closed,2014-01-08 15:13:26+00:00,2014-01-08 11:56:05+00:00,2014-01-08 15:13:27+00:00,2014-01-08 15:13:26+00:00,"1700 RUTLAND DR 277, AUSTIN, TX",1700,RUTLAND,AUSTIN,78758,TRAVIS,3123360.32210358,10109993.0351681,30.37534661,-97.71122612,"(30.37534661, -97.71122612)",0,495V,MK31
1183,14-00004101,Debris in Street,Phone,Closed,2014-01-08 15:13:29+00:00,2014-01-07 16:16:11+00:00,2014-01-08 15:13:29+00:00,2014-01-08 15:13:29+00:00,"2200 NEWFIELD LN, AUSTIN, TX",2200,NEWFIELD,AUSTIN,78703,TRAVIS,3108371.4507141,10078135.1317837,30.2887361,-97.76108179,"(30.2887361, -97.76108179)",0,584G,MH24
1184,14-00004453,Pavement Failure,Phone,Closed,2014-01-08 15:14:56+00:00,2014-01-08 10:12:57+00:00,2014-01-08 15:14:56+00:00,2014-01-08 15:14:56+00:00,"4800 SARA DR, AUSTIN, TX",4800,SARA,AUSTIN,78721,TRAVIS,3131069.24005681,10072106.4393684,30.27070119,-97.68964165,"(30.27070119, -97.68964165)",0,586T,ML22
1185,14-00004569,Code Compliance,Phone,Closed,2014-01-08 15:17:10+00:00,2014-01-08 13:06:05+00:00,2014-01-08 15:17:11+00:00,2014-01-08 15:17:10+00:00,"12910 COVINGTON TRL, AUSTIN, TX",12910,COVINGTON,AUSTIN,78727,TRAVIS,3113711.52824852,10132153.2159078,30.43688353,-97.74017792,"(30.43688353, -97.74017792)",0,465A,MJ36
1186,14-00002080,Loose Dog,Phone,Closed,2014-01-08 15:17:24+00:00,2014-01-04 12:22:29+00:00,2014-01-08 14:19:21+00:00,2014-01-08 15:17:24+00:00,"1520 RUTHERFORD LN 1, AUSTIN, TX",1520,RUTHERFORD,AUSTIN,78754,TRAVIS,3132716.37048952,10096289.4997731,30.33706826,-97.68260018,"(30.33706826, -97.68260018)",0,526Y,MM28
1187,14-00004546,Code Compliance,Phone,Closed,2014-01-08 15:18:58+00:00,2014-01-08 12:33:04+00:00,2014-01-08 15:18:59+00:00,2014-01-08 15:18:58+00:00,"501 MULBERRY DR, AUSTIN, TX",501,MULBERRY,AUSTIN,78745,TRAVIS,3100523.70166686,10043027.9264593,30.19272765,-97.78848404,"(30.19272765, -97.78848404)",0,644W,MG16
1188,14-00004455,Debris in Street,Phone,Closed,2014-01-08 15:19:45+00:00,2014-01-08 10:15:35+00:00,2014-01-08 15:19:46+00:00,2014-01-08 15:19:45+00:00,"W 45TH ST &N MOPAC NB TO 45TH EB RAMP, AUSTIN, TX",,W 45TH ST &N MOPAC NB TO 45TH EB RAMP,AUSTIN,78731,TRAVIS,3110070.75,10089997.0,30.32123455,-97.75482822,"(30.32123455, -97.75482822)",0,554H,MH27
1189,14-00004475,Pothole Repair,Phone,Closed,2014-01-08 15:24:05+00:00,2014-01-08 10:53:25+00:00,2014-01-08 15:24:05+00:00,2014-01-08 15:24:05+00:00,"1603 W 29TH ST, AUSTIN, TX",1603,29TH,AUSTIN,78703,TRAVIS,3110470.45268404,10082734.2254318,30.30124474,-97.7540954,"(30.30124474, -97.7540954)",0,554Z,MH25
1190,14-00004474,Pavement Failure,Phone,Closed,2014-01-08 15:25:41+00:00,2014-01-08 10:49:27+00:00,2014-01-08 15:25:42+00:00,2014-01-08 15:25:41+00:00,"1305 W 29TH ST, AUSTIN, TX",1305,29TH,AUSTIN,78703,TRAVIS,3111664.3439656,10082162.4621294,30.29959688,-97.75035534,"(30.29959688, -97.75035534)",0,555W,MJ25
1191,14-00003991,Loose Dog,Phone,Closed,2014-01-08 15:27:28+00:00,2014-01-07 13:01:51+00:00,2014-01-08 14:29:25+00:00,2014-01-08 15:27:28+00:00,"5707 KATYDID LN, AUSTIN, TX",5707,KATYDID,AUSTIN,78744,TRAVIS,3113349.19928358,10034342.2022593,30.16803898,-97.74853856,"(30.16803898, -97.74853856)",0,675S,MJ13
1192,14-00004348,Found Animal - Pick Up,Phone,Closed,2014-01-08 15:27:31+00:00,2014-01-08 07:33:47+00:00,2014-01-08 14:29:27+00:00,2014-01-08 15:27:31+00:00,"4106 N LAMAR BLVD, AUSTIN, TX",4106,LAMAR,AUSTIN,78756,TRAVIS,3114636.21238708,10085683.9863537,30.30908695,-97.7406809,"(30.30908695, -97.7406809)",0,555N,MJ26
1193,14-00004623,Code Compliance,Phone,Closed,2014-01-08 15:28:14+00:00,2014-01-08 14:50:20+00:00,2014-01-08 15:28:14+00:00,2014-01-08 15:28:14+00:00,"2014 THRASHER LN, AUSTIN, TX",2014,THRASHER,AUSTIN,78741,TRAVIS,3128208.67475906,10054728.9661518,30.22312031,-97.70000364,"(30.22312031, -97.70000364)",0,646A,ML18
1194,14-00004616,Code Compliance,Phone,Closed,2014-01-08 15:31:30+00:00,2014-01-08 14:36:59+00:00,2014-01-08 15:31:31+00:00,2014-01-08 15:31:30+00:00,"1012 PRAIRIE TRL, AUSTIN, TX",1012,PRAIRIE,AUSTIN,78758,TRAVIS,3129367.79333909,10111983.7728671,30.38042807,-97.6920308,"(30.38042807, -97.6920308)",0,496P,ML32
1195,14-00004454,Pavement Failure,Phone,Closed,2014-01-08 15:32:04+00:00,2014-01-08 10:15:05+00:00,2014-01-08 15:32:05+00:00,2014-01-08 15:32:04+00:00,"1151 AIRPORT BLVD, AUSTIN, TX",1151,AIRPORT,AUSTIN,78721,TRAVIS,3128439.22641277,10073121.1528704,30.27366203,-97.69789439,"(30.27366203, -97.69789439)",0,586P,ML23
1196,14-00004481,Code Compliance,Phone,Closed,2014-01-08 15:34:31+00:00,2014-01-08 11:04:10+00:00,2014-01-08 15:34:31+00:00,2014-01-08 15:34:31+00:00,"3607 S LAMAR BLVD, AUSTIN, TX",3607,LAMAR,AUSTIN,78704,TRAVIS,3100171.45786885,10059928.3475633,30.2392067,-97.78837497,"(30.2392067, -97.78837497)",0,614N,MG20
1197,14-00004602,Code Compliance,Phone,Closed,2014-01-08 15:35:27+00:00,2014-01-08 14:19:14+00:00,2014-01-08 15:35:27+00:00,2014-01-08 15:35:27+00:00,"11500 TEDFORD ST, AUSTIN, TX",11500,TEDFORD,AUSTIN,78753,TRAVIS,3131938.88730889,10113117.7861544,30.38337718,-97.68379362,"(30.38337718, -97.68379362)",0,496Q,MM32
1198,14-00004516,Animal Control - Assistance Request,Phone,Closed,2014-01-08 15:37:25+00:00,2014-01-08 11:59:04+00:00,2014-01-08 14:39:22+00:00,2014-01-08 15:37:25+00:00,"1315 NORWALK LN, AUSTIN, TX",1315,NORWALK,AUSTIN,78703,TRAVIS,3104948.75,10078057.0,30.28873846,-97.7719289,"(30.28873846, -97.7719289)",0,584F,MG24
1199,14-00004483,Code Compliance,Phone,Closed,2014-01-08 15:37:49+00:00,2014-01-08 11:11:46+00:00,2014-01-08 15:37:50+00:00,2014-01-08 15:37:49+00:00,"1105 RUTH AVE, AUSTIN, TX",1105,RUTH,AUSTIN,78757,TRAVIS,3119366.70418853,10095864.3821439,30.33676728,-97.72493764,"(30.33676728, -97.72493764)",0,525Y,MK28
1200,14-00004599,Code Compliance,Phone,Closed,2014-01-08 15:39:02+00:00,2014-01-08 14:15:01+00:00,2014-01-08 15:39:03+00:00,2014-01-08 15:39:02+00:00,"1221 S IH 35 SVRD NB, AUSTIN, TX",1221,35,AUSTIN,78741,TRAVIS,3117121.77671724,10062429.529749,30.24500464,-97.73452773,"(30.24500464, -97.73452773)",0,615K,MJ20
1201,14-00004507,Code Compliance,Phone,Closed,2014-01-08 15:41:25+00:00,2014-01-08 11:40:22+00:00,2014-01-08 15:41:26+00:00,2014-01-08 15:41:25+00:00,"5011 ALLYSON CT, AUSTIN, TX",5011,ALLYSON,AUSTIN,78744,TRAVIS,3114046.30765576,10045241.6803099,30.19795522,-97.74553097,"(30.19795522, -97.74553097)",0,645S,MJ16
1202,14-00003268,Loose Dog,Phone,Closed,2014-01-08 15:42:26+00:00,2014-01-06 14:38:44+00:00,2014-01-08 14:44:23+00:00,2014-01-08 15:42:26+00:00,"WESTMOOR DR & BERKMAN DR, AUSTIN, TX",,WESTMOOR DR & BERKMAN DR,AUSTIN,78723,TRAVIS,3128464.08,10085257.44,30.30702091,-97.69690459,"(30.30702091, -97.69690459)",0,556T,ML25
1203,14-00004597,Code Compliance - Signs/Billboards,Phone,Closed,2014-01-08 15:42:56+00:00,2014-01-08 14:09:33+00:00,2014-01-08 15:42:57+00:00,2014-01-08 15:42:56+00:00,"KINNEY AVE & BARTON SPRINGS RD, AUSTIN, TX",,KINNEY AVE & BARTON SPRINGS RD,AUSTIN,78704,TRAVIS,3108473.34,10068404.26,30.26198085,-97.76147179,"(30.26198085, -97.76147179)",0,584Y,MH22
1204,14-00004646,Code Compliance,Phone,Closed,2014-01-08 15:46:40+00:00,2014-01-08 15:38:05+00:00,2014-01-08 15:46:41+00:00,2014-01-08 15:46:40+00:00,"8308 DOE MEADOW DR, AUSTIN, TX",8308,DOE MEADOW,AUSTIN,78749,TRAVIS,3074809.81261938,10050218.7731353,30.21408604,-97.86934942,"(30.21408604, -97.86934942)",0,642J,MC17
1205,14-00004591,Debris in Street,Phone,Closed,2014-01-08 15:46:49+00:00,2014-01-08 13:50:55+00:00,2014-01-08 15:46:49+00:00,2014-01-08 15:46:49+00:00,"E OLTORF ST & MONTOPOLIS DR, AUSTIN, TX",,E OLTORF ST & MONTOPOLIS DR,AUSTIN,78741,TRAVIS,3125026.59,10051714.52,30.21504086,-97.71030095,"(30.21504086, -97.71030095)",0,645M,MK17
1206,14-00004537,Loose Dog,Phone,Closed,2014-01-08 15:47:28+00:00,2014-01-08 12:12:17+00:00,2014-01-08 14:49:25+00:00,2014-01-08 15:47:28+00:00,"12129 N FM 620 RD, AUSTIN, TX",12129,620,AUSTIN,78750,WILLIAMSON,3089009.06273468,10140546.4197289,30.46151496,-97.81794184,"(30.46151496, -97.81794184)",0,433F,ME39
1207,14-00004517,Road Sanding Request,Phone,Closed,2014-01-08 15:48:21+00:00,2014-01-08 12:02:19+00:00,2014-01-08 15:48:21+00:00,2014-01-08 15:48:21+00:00,"3401 REDBUD TRL, AUSTIN, TX",3401,REDBUD,AUSTIN,78746,TRAVIS,3099451.62939504,10078727.5800068,30.29092862,-97.78929252,"(30.29092862, -97.78929252)",0,584E,MG24
1208,14-00003555,ARR Brush and Bulk,Phone,Closed,2014-01-08 15:48:40+00:00,2014-01-06 18:04:48+00:00,2014-01-08 15:48:41+00:00,2014-01-08 15:48:40+00:00,"2203 LEONA ST, AUSTIN, TX",2203,LEONA,AUSTIN,78722,TRAVIS,3120187.13150641,10076184.6097323,30.2826178,-97.72380094,"(30.2826178, -97.72380094)",0,585L,MK23
1209,14-00004573,Debris in Street,Phone,Closed,2014-01-08 15:49:07+00:00,2014-01-08 13:08:40+00:00,2014-01-08 15:49:07+00:00,2014-01-08 15:49:07+00:00,"SPRING CREEK DR & ROBERT E LEE RD, AUSTIN, TX",,SPRING CREEK DR & ROBERT E LEE RD,AUSTIN,78704,TRAVIS,3104933.0,10067207.0,30.2589143,-97.77277,"(30.2589143, -97.77277)",0,614B,MG21
